,subject_id,data.the-radio-source-is-showing-extended-morphology,data.yes-there-seem-to-be-associated-regions-close-to-the-central-source,data.no-nearby-marked-regions-seem-associated-with-the-central-source,flag_optical_counterpart,flag_rad_extended,flag_rad_point,classifications_count,LCurl
69,91321157,5.0,0.0,5.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/3c71237d-803a-463e-b5d2-a130bf546e33.png
70,91321164,5.0,0.0,5.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/31f2ab0d-b603-4c4b-bbc2-def994d8d6c4.png
71,91321173,5.0,0.0,5.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/354917d9-6a36-403a-b848-c8ab45da55a0.png
72,91321188,5.0,1.0,4.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/dc125c33-66f4-4071-abf2-4bd3aac566a7.png
73,91321214,5.0,1.0,4.0,1.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/fda84058-bc2e-4c16-abcb-094d66146c16.png
74,91321232,5.0,0.0,5.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/e1bd42a1-fcc0-4bfc-b4f9-760eb6ef051e.png
75,91321262,5.0,0.0,5.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/d21be581-a48a-4647-abde-38c7322ecfb1.png
76,91321265,5.0,0.0,5.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/2f11db3e-39fc-4611-83b1-aaa90f4dc08b.png
77,91321296,5.0,1.0,4.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/eda1d7cd-8449-4faa-a622-d75390e79d3c.png
78,91321306,5.0,0.0,5.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/59386721-3fe4-4d56-b55b-6f77141ed4c9.png
79,91321308,5.0,0.0,5.0,0.0,1.0,0.0,5,https://panoptes-uploads.zooniverse.org/subject_location/90b4ae0e-1395-4046-b85c-5ad2314f9e1b.png
