,subject_id,data.the-radio-source-is-showing-extended-morphology,data.yes-there-seem-to-be-associated-regions-close-to-the-central-source,data.no-nearby-marked-regions-seem-associated-with-the-central-source,flag_optical_counterpart,flag_rad_extended,flag_rad_point,classifications_count,LCurl
107,91319256,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/8878dff1-948a-4906-9531-4238870b3749.png
108,91319258,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/5373f5fc-2589-43d2-9916-6eb88f9b6093.png
109,91319261,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/6917f316-9396-4b80-860b-7a4be84c3486.png
110,91319268,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/b3c0d187-3b79-4a2e-8040-4b91204e304b.png
111,91319270,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/98f05261-90d9-44bf-a715-90583e29436c.png
112,91319271,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/593828e8-0aed-411f-96c3-acdae8a165b7.png
113,91319272,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/804539de-2ca8-4791-9d3d-4df9d462bfc1.png
114,91319277,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/ecbef23d-4cb8-495a-b45b-d0ef6ce5d7d2.png
115,91319278,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/100e44e1-9257-4eb4-bd24-c8f5c9ad3bfa.png
116,91319282,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/b328e6e8-9a1d-4aab-ac2b-68e415d59053.png
117,91319284,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/95de61f6-a4b5-4ec0-bdc8-8fcebc8055ab.png
118,91319288,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/d0bf0b40-8bdc-46a2-858a-2e10ee5cf9c9.png
119,91319289,0.0,0.0,0.0,1.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/db8af879-1a7a-4cbf-b5d7-5ac1d86f1e84.png
120,91319290,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/52374562-98eb-4834-bc6d-f8be5b437e23.png
121,91319291,0.0,0.0,0.0,0.0,0.0,1.0,5,https://panoptes-uploads.zooniverse.org/subject_location/9e8dfdbc-470d-4ab6-8340-62781d5a6ca0.png
