subject_id,Filename,a,b,is_point
91321963,013239-732624.png,6.64,6.03,1.0
91321966,013240-734936.png,9.44,6.33,0.0
91321970,013245-731144.png,7.4,6.5,1.0
91321976,013252-732948.png,6.94,6.48,1.0
91321977,013253-735543.png,6.58,6.02,1.0
91321979,013255-731916.png,6.55,6.1,1.0
91321987,013304-735138.png,6.53,6.07,1.0
91321988,013304-735753.png,6.94,6.12,1.0
91321990,013307-733441.png,7.91,6.81,0.0
91321996,013316-740205.png,6.3,5.97,1.0
91322000,013322-733432.png,6.7,6.18,1.0
91322004,013332-730052.png,6.49,6.31,1.0
91322007,013338-735806.png,6.57,5.99,1.0
91322012,013346-732517.png,6.22,6.07,1.0
91322016,013350-735227.png,7.04,6.69,1.0
91322017,013351-735935.png,6.57,6.14,1.0
91322018,013401-734055.png,6.95,6.26,1.0
91322022,013404-733923.png,6.54,6.23,1.0
91322023,013404-735245.png,7.06,6.72,1.0
91322026,013409-740055.png,7.15,7.01,0.0
91322029,013411-732219.png,6.52,6.08,1.0
91322033,013417-732519.png,7.14,6.68,1.0
91322038,013423-735913.png,6.52,6.13,1.0
91322039,013433-732855.png,6.62,6.2,1.0
91322040,013434-731018.png,6.63,6.12,1.0
91322043,013441-732410.png,7.12,6.84,0.0
91322045,013442-733644.png,7.86,6.49,0.0
91322049,013501-732910.png,6.78,6.27,1.0
91322051,013502-730957.png,8.2,6.63,0.0
91322053,013507-734803.png,6.64,6.26,1.0
91322055,013509-731732.png,6.57,6.17,1.0
91322057,013512-733420.png,8.91,6.72,0.0
91322059,013513-734124.png,6.77,6.0,1.0
91322060,013514-732647.png,6.86,6.05,1.0
91322064,013518-731932.png,7.85,6.9,0.0
91322065,013519-731641.png,6.96,6.03,1.0
91322067,013525-733626.png,6.67,6.36,1.0
91322068,013528-730846.png,6.46,6.06,1.0
91322070,013529-733606.png,7.17,6.35,1.0
91322071,013531-731908.png,6.7,5.99,1.0
91322072,013532-733321.png,6.66,6.41,1.0
91322074,013545-731758.png,6.84,6.02,1.0
91322078,013546-733618.png,7.18,6.86,0.0
91322081,013554-734407.png,6.73,6.11,1.0
91322083,013556-733748.png,6.49,5.98,1.0
91322088,013607-733551.png,6.59,6.46,1.0
91322091,013624-731739.png,7.37,6.32,1.0
91322094,013633-734027.png,6.5,6.21,1.0
91322098,013641-732418.png,6.14,6.05,1.0
91322100,013657-732644.png,6.48,6.06,1.0
91322108,013717-733553.png,7.47,6.67,0.0
91322109,013729-734227.png,7.02,6.56,1.0
91322110,013733-732740.png,6.43,6.25,1.0
